Participant,Stimuli,Attention,NumFix,AvgFixDur,NumBlink,AvgBlinkDur,AvgPupDia,VarPupDia,OffStimFram,AvgSacAmp,AvgFixDisp,LastFixDur,LastFixDurDiff
1Y,Singapore_3,0,11,354.54545454545456,2,133.33333333333334,3.7188513619559154,0.1285697046826611,4,1.9689654364230424,0.0498439368576646,33.333333333333336,-353.33333333333337
1Y,London_3,0,11,383.33333333333337,0,0.0,4.720953554720492,0.0253513175534149,0,4.577587101789623,0.1263889271757756,283.33333333333337,-110.0
1Y,Russia_3,0,9,481.4814814814815,1,133.33333333333334,4.2218696276346845,0.0813517295862683,0,1.0865941641757335,0.0480121217929179,66.66666666666667,-466.6666666666667
1Y,France_3,1,12,338.8888888888889,0,0.0,3.781548767089844,0.0121382794033636,14,6.048803248343399,0.1203574778075571,866.6666666666667,575.7575757575758
1Y,Brazil_1,0,13,282.0512820512821,2,175.0,3.825529201056368,0.0697568468272947,2,3.1405017284336765,0.1607742560734468,316.6666666666667,37.5
1Y,Vietnam_2,0,16,245.8333333333333,1,100.0,3.885048957720195,0.0543197729298606,0,8.463227560857458,0.1821704482194323,116.66666666666669,-137.77777777777777
2U,Sweden_4,1,17,199.0196078431373,0,0.0,3.6115190145131706,0.0584103115281576,40,5.869266136765078,0.3426357932691957,116.66666666666669,-87.50000000000001
2U,India_3,1,15,225.5555555555556,1,133.33333333333334,2.6902711743751344,0.022951454933476,41,6.520630386299915,0.2216099984177502,16.666666666666668,-223.80952380952385
2U,Mexico_1,0,16,234.37500000000003,1,116.66666666666669,3.54794813182256,0.1019515488860328,8,4.630058664366947,0.1790088313197644,366.6666666666667,141.11111111111111
2U,France_1,1,11,375.7575757575758,1,83.33333333333334,3.478681661314884,0.2449659249644317,0,4.706343443196922,0.1852521890735269,333.33333333333337,-46.666666666666686
2U,Mexico_3,1,18,214.81481481481484,0,0.0,2.8645527813885665,0.0634969091118282,19,4.622622427306081,0.1674245922502726,16.666666666666668,-209.8039215686275
2U,Vietnam_2,0,17,236.2745098039216,1,100.0,3.0210145813613214,0.01571774481362,0,5.1704836715991895,0.2655961923041984,416.6666666666667,191.66666666666663
2U,Singapore_3,0,9,285.1851851851852,6,147.22222222222223,4.290632074529475,0.0713872051381417,16,6.882913966121133,0.1130772457321157,266.6666666666667,-20.833333333333314
2U,Italy_1,1,16,241.66666666666669,1,83.33333333333334,2.906680891538236,0.0612907337054122,17,5.068564759692078,0.1461193551426432,200.0,-44.44444444444446
2U,London_3,1,13,298.7179487179488,3,161.11111111111111,4.332519359802932,0.0327398826891289,5,1.1725729980127173,0.0316850217775668,133.33333333333334,-179.1666666666667
2U,Sweden_2,1,16,144.79166666666669,3,261.11111111111114,2.5603103637695312,0.0226498505840842,10,4.625244006995178,0.1802316372753558,200.0,58.88888888888886
2U,HongKong_1,1,17,199.0196078431373,1,100.0,2.6642548753133,0.0413717430447453,24,6.2161412826822495,0.2496980539010569,16.666666666666668,-193.75000000000003
2U,Brazil_1,1,16,223.9583333333333,1,183.3333333333333,3.189898128708896,0.1707282606278689,0,6.589552591200737,0.2389048420686334,183.3333333333333,-43.33333333333334
2U,France_3,0,11,245.45454545454547,2,216.66666666666669,2.983603005880838,0.0981608687946813,1,5.219447999344722,0.1933433149732204,233.3333333333333,-13.333333333333345
2U,India_1,0,15,251.1111111111112,2,108.33333333333334,2.99694115388478,0.1065255480411994,3,6.453479128698443,0.2877522667009616,133.33333333333334,-126.19047619047618
2U,Russia_1,1,14,255.95238095238096,2,108.33333333333334,3.879904447283064,0.1952607600005954,9,3.415805921265026,0.1591853777821749,500.00000000000006,262.8205128205129
2U,London_1,0,13,280.76923076923083,2,83.33333333333334,3.633131060683936,0.1430097918399185,16,7.29492820457012,0.2786882833850264,583.3333333333334,327.7777777777778
2U,NYC_1,0,13,311.53846153846155,2,108.33333333333334,3.993944759568271,0.0291927832928576,13,3.6262759343382633,0.1429577337690346,266.6666666666667,-48.611111111111086
2U,NYC_4,1,16,221.87500000000003,3,155.55555555555557,2.948546521803912,0.0816926651144324,0,5.65564143098156,0.1330681170166734,66.66666666666667,-165.55555555555554
2U,Italy_4,1,14,248.80952380952385,2,141.66666666666669,3.4403600111657147,0.102375385544547,6,5.714013270078874,0.1840615093892267,250.00000000000003,1.2820512820512988
2U,Brazil_3,1,13,293.5897435897436,3,111.11111111111111,3.8279366084507536,0.1200723735089835,1,5.950777770160318,0.2508127792341451,150.0,-155.5555555555556
2U,Russia_3,0,16,246.87500000000003,2,100.0,3.5302544169955783,0.0707316577206549,2,7.703309241404026,0.3096401076006831,166.66666666666669,-85.55555555555554
2U,HongKong_3,0,15,183.3333333333333,2,250.00000000000003,2.8802902850318937,0.0853259428120896,7,5.308650570456911,0.2814160162917286,366.6666666666667,196.42857142857144
2U,Singapore_1,0,16,246.87500000000003,2,100.0,3.9601424311248334,0.1597446696132071,7,4.672057776265762,0.157799651688749,133.33333333333334,-121.11111111111111
2U,Vietnam_1,1,12,306.94444444444446,1,83.33333333333334,3.380733333221853,0.0354329259520633,9,11.17114970887513,0.2554654761543448,350.0,46.96969696969694
3S,Sweden_2,1,17,235.29411764705884,0,0.0,2.506394782033907,0.0078611198187343,0,6.229279808730409,0.2255819358579522,300.0,68.74999999999997
3S,Russia_1,1,14,308.33333333333337,1,100.0,2.691088025323276,0.0456129702574399,0,7.13087797057479,0.2041258359325045,166.66666666666669,-152.56410256410254
3S,Singapore_3,1,17,225.49019607843127,1,100.0,2.699123554163738,0.0137345030610562,0,6.273273739824457,0.2223598334232067,250.00000000000003,26.04166666666669
3S,France_3,0,18,222.22222222222223,2,108.33333333333334,2.5491526865025858,0.0029519221092215,0,2.7390502846197577,0.180634566646941,50.0,-182.3529411764706
3S,HongKong_1,1,15,256.6666666666667,3,155.55555555555557,2.64411695417003,0.0056946850561131,0,7.325267186691344,0.1851466470178475,50.0,-221.42857142857144
3S,London_1,1,15,257.77777777777777,3,100.0,2.582377079161496,0.0323134906473368,0,4.478678360414058,0.152652214244087,116.66666666666669,-151.1904761904762
3S,Mexico_1,1,15,272.22222222222223,2,83.33333333333334,2.690265106736568,0.0127070536524987,3,3.606691341936383,0.1205019524878552,250.00000000000003,-23.809523809523768
3S,Vietnam_2,1,16,238.54166666666669,2,116.66666666666669,2.8772527967180523,0.0091549556583605,0,6.904596278257888,0.1724289098045144,150.0,-94.44444444444446
3S,Russia_3,0,14,269.0476190476191,3,116.66666666666669,2.651136245170649,0.0063451555738386,0,7.121581844606308,0.3397301035258063,1200.0,1002.5641025641024
3S,HongKong_3,1,14,264.28571428571433,3,105.55555555555556,2.7684950641890014,0.0131264581907094,0,7.178985424071272,0.2507638396974306,83.33333333333334,-194.8717948717949
3S,Singapore_1,1,14,288.09523809523813,1,116.66666666666669,2.4682747599987835,0.0089993943659939,0,6.952067158313562,0.2859030546215435,483.33333333333337,210.25641025641028
3S,India_1,0,15,206.66666666666663,4,125.0,2.6951014959990087,0.0188977488784911,0,10.5028546180328,0.2318706189687316,16.666666666666668,-203.57142857142856
3S,Mexico_3,0,15,242.22222222222223,4,137.5,3.042868453465151,0.0370771404160798,0,6.819067824408815,0.1735630218156634,333.33333333333337,97.61904761904762
3S,Vietnam_1,0,11,378.7878787878788,3,88.8888888888889,2.920400485186509,0.0238939147514283,2,6.695008124326738,0.254393483964297,250.00000000000003,-141.66666666666666
3S,NYC_4,1,11,233.33333333333337,5,186.66666666666669,2.629816055297852,0.0147324684877279,1,9.041607363217032,0.2723329430230018,216.66666666666669,-18.333333333333314
3S,Italy_1,0,15,226.66666666666669,4,166.66666666666669,2.632398399939904,0.0096859065321516,0,5.285679593705526,0.1633885532858992,166.66666666666669,-64.28571428571428
3S,Sweden_4,0,13,260.2564102564103,5,116.66666666666669,2.892616040778883,0.0434843300674778,0,5.661991528880648,0.172913071718339,183.3333333333333,-83.33333333333334
3S,Italy_4,0,13,251.2820512820513,5,123.33333333333334,2.5552999056302586,0.0263427241211725,0,4.978846845362394,0.1197843296725818,83.33333333333334,-181.94444444444443
3S,Brazil_1,0,10,280.0,9,138.88888888888889,2.5442968071831595,0.013142343146647,0,7.814808542081662,0.2280875827501093,316.6666666666667,40.74074074074076
3S,India_3,1,13,260.2564102564103,5,126.66666666666669,2.9256018705146256,0.0353984435281142,0,8.348655393404542,0.2676523162423395,216.66666666666669,-47.22222222222223
3S,France_1,0,14,285.7142857142857,2,116.66666666666669,2.5202382761281688,0.0288242160340805,0,4.458115935920207,0.1564126287864507,200.0,-92.30769230769232
3S,NYC_1,0,14,230.95238095238096,5,136.66666666666669,2.476669134780707,0.0111522339581913,0,7.887167772316991,0.1662370108419716,366.6666666666667,146.15384615384616
3S,Brazil_3,1,15,257.77777777777777,2,116.66666666666669,2.451860892899045,0.0147923209056818,3,6.619286191772363,0.2938764231649695,150.0,-115.47619047619048
3S,London_3,0,14,219.0476190476191,2,108.33333333333334,2.613944844996676,0.021554385749779,13,10.978088767866469,0.2711890728798891,66.66666666666667,-164.1025641025641
4M,Singapore_1,1,14,204.7619047619048,2,200.0,4.22672568581321,0.1220130034076085,36,12.10676149486567,0.3367555342117623,133.33333333333334,-76.92307692307693
4M,Brazil_3,1,15,226.66666666666669,0,0.0,3.9130451960194392,0.1310862066533059,0,5.227910768041722,0.119841012711162,133.33333333333334,-100.0
4M,Mexico_1,1,15,241.1111111111112,1,150.0,4.796722412109375,0.051685904680976,0,6.117905516469755,0.1329106211894527,100.0,-151.1904761904762
4M,India_1,1,14,273.8095238095238,0,0.0,4.155736457544027,0.0957998364860017,0,5.261835611473389,0.1427755873108034,466.6666666666667,207.69230769230768
4M,India_3,1,17,213.72549019607845,1,283.33333333333337,3.6693909016061337,0.0617027679202053,0,4.053111565257652,0.1415549236334068,83.33333333333334,-138.54166666666669
4M,HongKong_1,1,9,192.5925925925926,1,2383.333333333333,3.2631707647044186,0.0165212354667841,0,9.079916368906217,0.2060599958102802,250.00000000000003,64.58333333333334
4M,Singapore_3,0,8,181.25,1,2383.333333333333,3.994301182449244,0.2162109695165597,0,8.85013034756221,0.2986588962226661,116.66666666666669,-73.80952380952384
4M,Vietnam_1,0,10,303.33333333333337,2,383.33333333333337,4.299010867164249,0.3118709133513639,3,5.504599297039968,0.1614337231238875,133.33333333333334,-188.88888888888889
4M,NYC_1,1,17,241.1764705882353,0,0.0,4.218864288330078,0.0467921309741322,0,6.377939711480389,0.1255543037631964,166.66666666666669,-79.16666666666666
4M,London_3,0,13,292.3076923076923,2,133.33333333333334,4.303986958095005,0.2830097946398173,2,4.634461477099016,0.1588062548545647,333.33333333333337,44.44444444444446
4M,NYC_4,0,16,184.375,2,333.33333333333337,4.16162848839393,0.4379177396823405,0,5.213119625076241,0.1371404008824082,33.333333333333336,-161.11111111111111
4M,Italy_4,0,11,268.1818181818182,2,341.6666666666667,4.286141355065305,0.1244523474627354,0,6.8267794792752525,0.1111426794094119,183.3333333333333,-93.33333333333334
4M,Vietnam_2,1,15,203.3333333333333,1,116.66666666666669,3.994198122651519,0.2001066839256698,59,10.848992985594462,0.5463589270244543,66.66666666666667,-146.42857142857144
4M,HongKong_3,0,12,293.0555555555556,1,383.33333333333337,4.117258009927798,0.1814410000293759,0,5.046570719060882,0.1513937460589728,466.6666666666667,189.39393939393943
4M,France_3,1,16,254.16666666666669,1,400.0,4.752046905294822,0.183652504618611,0,3.1577385323511407,0.1290574450001288,400.0,155.55555555555554
4M,Sweden_2,1,15,258.8888888888889,0,0.0,4.466639817363084,0.4058478673179974,4,7.762266594926817,0.198588801878829,233.3333333333333,-27.38095238095238
4M,France_1,1,16,246.87500000000003,0,0.0,3.353338766418047,0.0572833107292496,0,6.253241020638081,0.1329931832502406,166.66666666666669,-85.55555555555554
4M,London_1,1,18,195.3703703703704,1,83.33333333333334,3.685591766044955,0.0639129333622378,11,7.04028496872962,0.2429187649584423,216.66666666666669,22.54901960784312
4M,Brazil_1,1,20,186.66666666666669,1,166.66666666666669,4.203343305916622,0.080190387815242,2,4.759581400875104,0.2165118167775549,166.66666666666669,-21.05263157894737
4M,Russia_3,1,16,242.7083333333333,0,0.0,3.426500956217448,0.142966367468684,0,6.630983832254614,0.1844560041958948,250.00000000000003,7.7777777777778
4M,Russia_1,1,16,175.0,2,216.66666666666669,3.4013791316457453,0.061366847388384,0,4.794462237708702,0.1810148397239854,116.66666666666669,-62.22222222222221
4M,Sweden_4,1,17,199.0196078431373,0,0.0,3.3618592325846355,0.0363433859675371,0,7.587847036083941,0.2469039520039715,133.33333333333334,-69.79166666666669
4M,Italy_1,0,12,231.94444444444449,1,666.6666666666667,4.090650031538789,0.0978683548750806,0,6.500798916183067,0.1243452060565245,133.33333333333334,-107.57575757575756
4M,Mexico_3,1,19,176.31578947368425,0,0.0,4.676748126033223,0.0629281218127986,0,6.920339519856138,0.2334501754374763,150.0,-27.77777777777777
5N,Brazil_3,1,15,295.5555555555556,0,0.0,4.773155975341797,0.0451861305824593,0,4.033312894415684,0.1788943193312834,166.66666666666669,-138.09523809523807
5N,Italy_4,0,14,288.09523809523813,1,100.0,4.811456070465296,0.0869156230878159,6,6.075626612254954,0.229080568843411,733.3333333333334,479.4871794871795
5N,Singapore_3,1,11,400.0,0,0.0,4.770340423583985,0.0254074207086032,0,8.129144118811215,0.1413185025347493,300.0,-110.0
5N,London_1,1,13,302.5641025641026,1,116.66666666666669,4.70898369567035,0.0705872926531574,0,5.385457248850528,0.2584663370882351,316.6666666666667,15.277777777777771
5N,HongKong_1,0,12,341.6666666666667,1,116.66666666666669,4.930029911392785,0.0444789387443625,0,6.366704848971708,0.1327557785092037,550.0,227.27272727272725
5N,Mexico_3,0,9,390.7407407407408,3,144.44444444444446,5.545218387366215,0.0616124419483448,1,10.01727971356519,0.2096482160209384,166.66666666666669,-252.08333333333337
5N,Sweden_2,1,13,311.53846153846155,1,116.66666666666669,5.0941159496568655,0.0287894719156401,3,4.996875991866728,0.2144931340765247,316.6666666666667,5.555555555555543
5N,Vietnam_2,0,15,277.77777777777777,1,83.33333333333334,4.574394096762447,0.1051282446534715,2,4.48068942326838,0.2177369849332036,50.0,-244.0476190476191
5N,Brazil_1,0,12,356.9444444444445,2,50.0,4.123181235668196,0.1632307705625005,2,3.4418601500998407,0.1407984756235196,150.0,-225.7575757575758
5N,Mexico_1,1,9,409.2592592592593,2,150.0,5.42992539592485,0.0683606173210643,2,3.560317069626721,0.0655085701493676,816.6666666666667,458.33333333333337
5N,France_1,0,15,248.88888888888889,1,166.66666666666669,5.142888440026177,0.0691304506026028,7,6.046202755881218,0.2595411008953027,283.33333333333337,36.9047619047619
5N,Vietnam_1,0,14,270.23809523809524,1,83.33333333333334,5.38643325279499,0.1881021937098149,6,5.587405652320072,0.156248317556978,516.6666666666667,265.3846153846155
5N,Italy_1,0,14,296.42857142857144,0,0.0,5.465225168863932,0.0411749574376001,0,5.568929736982439,0.1537732716783611,100.0,-211.53846153846155
5N,Singapore_1,0,12,388.8888888888889,0,0.0,5.05861582438151,0.0054504847307788,0,1.7660924182365996,0.0631642429445539,100.0,-315.1515151515152
5N,France_3,0,13,328.20512820512823,1,83.33333333333334,4.869252418985172,0.0559827290137272,2,3.511146697196875,0.1008215557097441,166.66666666666669,-175.0
5N,London_3,1,13,329.4871794871796,0,0.0,5.326431222864099,0.0396284705288365,0,5.642264859598261,0.1474952438473128,350.0,22.22222222222223
5N,India_1,0,14,285.7142857142857,1,166.66666666666669,5.025816134748788,0.0405808743163917,0,5.070836283241237,0.2765682639270466,250.00000000000003,-38.46153846153848
5N,India_3,0,10,388.33333333333337,2,108.33333333333334,5.029630388532366,0.0496663672328051,2,6.92742274660153,0.1811617561102134,83.33333333333334,-338.8888888888889
5N,Sweden_4,0,7,671.4285714285714,0,0.0,5.081903788248698,0.1110973036618656,0,5.87688956752686,0.1476116469514648,366.6666666666667,-355.5555555555556
5N,NYC_1,0,13,334.61538461538464,0,0.0,5.276205698649089,0.0077511922519528,0,6.2490971843384,0.1101355138172382,83.33333333333334,-272.2222222222223
5N,Russia_3,1,6,791.6666666666666,0,0.0,5.111400044759114,0.0549579279049878,0,4.967380094941594,0.1057471633120729,1916.6666666666667,1350.0
5N,NYC_4,0,14,289.28571428571433,1,100.0,4.468527813347018,0.0507494974455465,0,5.7136236209820375,0.1486853741027,166.66666666666669,-132.05128205128204
5N,Russia_1,0,19,224.561403508772,0,0.0,4.854012959798177,0.0802714675387581,0,4.659614128716977,0.2102664361926388,116.66666666666669,-113.88888888888889
5N,HongKong_3,0,14,285.7142857142857,0,0.0,4.933221976493912,0.0088093025532221,0,7.857217123168989,0.1873852049449449,466.6666666666667,194.8717948717949
6Y,Vietnam_1,1,13,315.38461538461536,1,83.33333333333334,3.352470034644717,0.3547737128842958,0,8.056047356092888,0.1808729859263965,333.33333333333337,19.444444444444457
6Y,Brazil_3,1,17,211.76470588235296,1,116.66666666666669,3.2509364297945207,0.1177950334844468,0,6.026568185313093,0.2105885133925102,266.6666666666667,58.33333333333334
6Y,NYC_4,1,13,346.15384615384613,0,0.0,3.2347987758674748,0.172313405301265,0,3.119928394528237,0.1570769971954868,850.0000000000001,545.8333333333335
6Y,Russia_3,1,17,250.9803921568628,0,0.0,3.029603484492974,0.0747985052683083,0,6.176228576424539,0.2172557924373032,50.0,-213.54166666666669
6Y,Italy_4,1,11,386.3636363636364,1,133.33333333333334,2.751073078300714,0.0602927194473527,1,7.091772792757865,0.1814279555624852,116.66666666666669,-296.6666666666667
6Y,Sweden_4,1,15,286.6666666666667,0,0.0,3.56957270304362,0.1672835003196183,0,5.312542026150067,0.2858739971371447,200.0,-92.85714285714285
6Y,India_3,1,13,296.1538461538462,0,0.0,4.320948987393765,0.0556439927831159,1,10.172567311800869,0.3201225427183921,150.0,-158.33333333333337
6Y,India_1,1,14,308.33333333333337,1,133.33333333333334,3.691157876628719,0.026271793482885,0,1.6014198196150842,0.0676206927922703,150.0,-170.51282051282055
6Y,France_3,1,13,305.12820512820514,1,116.66666666666669,2.767942605559359,0.0474052115498124,0,8.731272286728808,0.198971298580572,950.0,698.6111111111112
6Y,Mexico_1,0,12,368.0555555555556,0,0.0,3.458954111735026,0.1061174988451647,0,4.620326422486616,0.1688038102699977,900.0000000000001,580.3030303030304
6Y,HongKong_3,1,13,347.43589743589746,1,83.33333333333334,3.4809178756455244,0.0599194942378498,0,2.3744319677452475,0.0402653928027045,116.66666666666669,-250.0
6Y,Vietnam_2,1,10,448.33333333333337,0,0.0,3.805515701706345,0.0772477785293358,4,6.811789196307163,0.1062440650188986,216.66666666666669,-257.40740740740745
6Y,London_1,1,11,404.54545454545456,1,100.0,2.7809095317814627,0.0747926057256056,0,2.362149275879427,0.0759015075129629,566.6666666666667,178.33333333333337
6Y,Singapore_3,1,11,404.54545454545456,0,0.0,3.0866428349642145,0.0359815300288125,0,7.749140031736227,0.2149388819701767,83.33333333333334,-353.33333333333337
6Y,NYC_1,1,20,188.3333333333333,2,91.66666666666669,3.919367437131677,0.0595416264101149,0,6.18070748603478,0.2434380130285478,133.33333333333334,-57.89473684210526
6Y,Mexico_3,0,16,236.4583333333333,1,116.66666666666669,3.226109527483735,0.1411379447346494,0,7.660343598977461,0.2167463002558169,133.33333333333334,-110.00000000000004
6Y,Brazil_1,0,11,400.0,0,0.0,3.3639139226965,0.0654794024079337,5,3.498670835229922,0.0813165164693655,1516.6666666666667,1228.3333333333337
6Y,London_3,1,9,511.1111111111111,0,0.0,3.913594919840495,0.0382963260455361,0,2.3947416632639493,0.0904963375486246,850.0000000000001,381.25000000000006
6Y,Sweden_2,0,17,250.9803921568628,0,0.0,2.795936201727111,0.070469654514112,0,4.42410513019451,0.1731578010653062,33.333333333333336,-231.25000000000003
6Y,Russia_1,1,14,214.28571428571428,2,141.66666666666669,3.782644708806818,0.2608790109496547,2,8.140917474204846,0.1974791586613937,333.33333333333337,128.20512820512823
6Y,Italy_1,0,17,219.6078431372549,1,100.0,3.400162746337046,0.1946316775427282,0,5.730998195771371,0.1711863979241329,33.333333333333336,-197.91666666666669
6Y,France_1,0,9,509.25925925925935,0,0.0,3.867483068395544,0.1415361435039787,0,5.822444294329733,0.3444003203852019,633.3333333333334,139.58333333333331
6Y,Singapore_1,0,9,512.962962962963,0,0.0,3.0699185689290363,0.0326394401015033,0,3.5058171133393845,0.1276989710362445,366.6666666666667,-164.58333333333331
6Y,HongKong_1,1,18,187.03703703703707,1,100.0,3.87355282708132,0.0430057480246667,1,11.050400066787926,0.2589254608251694,166.66666666666669,-21.568627450980387
7Y,Mexico_1,1,10,240.0,2,116.66666666666669,4.491094863623903,0.0404419458690837,0,5.053590238023087,0.1729584404712568,466.6666666666667,251.85185185185185
7Y,Italy_4,1,14,255.95238095238096,4,120.83333333333334,4.168558944195399,0.0568773298499054,3,6.27265669415239,0.163101650623251,300.0,47.43589743589743
7Y,London_3,1,16,209.37500000000003,2,100.0,4.517752741424131,0.0812942559828365,9,5.231008249973778,0.2058870586512284,100.0,-116.66666666666669
7Y,Italy_1,1,11,307.5757575757576,3,155.55555555555557,4.715902015344421,0.0566109606801931,16,5.073567240289831,0.2098327966739329,133.33333333333334,-191.6666666666667
7Y,Russia_3,1,12,337.50000000000006,2,66.66666666666667,3.9708530386698615,0.0271716830481725,1,2.8086196252133524,0.1219217223539606,150.0,-204.54545454545456
7Y,Singapore_3,1,14,270.23809523809524,0,0.0,4.728147410383128,0.0864536768167484,6,3.818544434278431,0.1585793981682842,116.66666666666669,-165.38461538461542
7Y,Vietnam_1,0,16,211.4583333333333,2,91.66666666666669,4.473971726572637,0.0373099272272961,18,4.212261573727138,0.2687574306242009,83.33333333333334,-136.66666666666669
7Y,HongKong_3,1,17,226.4705882352941,1,133.33333333333334,3.813970936669244,0.026830699904124,0,5.205093935901386,0.1788334412671343,250.00000000000003,25.0
7Y,HongKong_1,1,10,315.0,4,95.83333333333334,3.905655017398325,0.0625202220027631,2,10.036954063140904,0.2096471449234189,333.33333333333337,20.37037037037038
7Y,Russia_1,1,15,190.0,5,140.0,4.355555534362793,0.0745196295600822,5,6.213280485549961,0.1722906974263552,250.00000000000003,64.2857142857143
7Y,Brazil_1,1,13,285.8974358974359,2,100.0,4.068910195793904,0.0346086934176285,0,3.2316473875625427,0.1106861283807034,150.0,-147.22222222222223
7Y,France_3,1,13,226.92307692307693,3,105.55555555555556,3.981899166446564,0.0678712524237108,1,4.828750302192376,0.1980672761497038,50.0,-191.66666666666663
7Y,India_3,0,15,222.22222222222223,2,133.33333333333334,4.330023859588193,0.0435605696567846,2,4.817810681474846,0.245711354679865,150.0,-77.38095238095238
7Y,Mexico_3,1,14,179.7619047619048,2,133.33333333333334,3.915655984573093,0.0624865507598041,0,4.19457304958626,0.1202220286194892,233.3333333333333,57.69230769230768
7Y,London_1,1,15,212.22222222222223,2,108.33333333333334,4.2099015738012096,0.0891109166749464,3,4.455092611970177,0.1574538595533008,300.0,94.04761904761904
7Y,Singapore_1,1,13,215.3846153846154,1,183.3333333333333,3.827388125382284,0.0642518515433111,0,6.40805007970144,0.2444056835278983,166.66666666666669,-52.77777777777777
7Y,Sweden_4,0,15,187.7777777777778,0,0.0,4.655349629720052,0.0240663395272495,0,4.586557365749572,0.1335307190764116,566.6666666666667,405.952380952381
7Y,France_1,1,8,368.75,8,110.41666666666669,4.685626319545484,0.0701819734625814,2,2.001908443796017,0.0626932608603497,266.6666666666667,-116.66666666666669
7Y,India_1,1,13,228.20512820512823,4,137.5,4.421747900573502,0.0361018825411637,0,5.152124523742543,0.1463723169597076,183.3333333333333,-48.61111111111112
7Y,NYC_4,1,13,265.3846153846154,2,133.33333333333334,3.8893763045190086,0.0426751273602111,0,3.182275226841224,0.152878962583333,383.33333333333337,127.7777777777778
7Y,Brazil_3,1,14,238.0952380952381,3,150.00000000000003,3.958026462131076,0.0945420157668657,4,5.1320680104686325,0.2274547071665295,50.0,-202.56410256410257
7Y,Vietnam_2,1,13,289.7435897435898,2,183.3333333333333,4.109561014518463,0.1996699220521864,0,5.843020861575032,0.2117195239220937,716.6666666666667,462.5000000000001
7Y,Sweden_2,1,12,259.72222222222223,2,100.0,4.216670323085118,0.0675457619353872,0,9.45669092193401,0.1695821161067892,216.66666666666669,-46.96969696969694
7Y,NYC_1,1,15,200.0,1,83.33333333333334,4.380499465473683,0.0383089534940175,1,8.344901285631567,0.207223326030096,116.66666666666669,-89.28571428571429
8I,Brazil_1,1,9,511.1111111111111,0,0.0,3.7507965700283497,0.0242931076889232,0,6.917387872817555,0.1894189178926152,350.0,-181.25
